"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","용도지역","건물형태구분명","객실수","주택면적","방면적비율","소화기개수","단독경보형감지기개수","자동확산소화기대수","휴대용비상조명등대수","피난구유도등개수","유도표지개수","완강기대수","가스누설경보기대수","일산화탄소감지기대수","조식제공여부","오수처리시설용량","화장실수","화장실종류명",
"484","농어촌민박업","03_11_08_P","5330000","AGCV053300002025000051","2025-10-22","","01","영업/정상","1","정상","","","","","","178","","","경상남도 통영시 사량면 대항길 69","53103","바다봄","2026-01-14 16:37:46","U","2026-01-16 02:40:00","","","","계획관리지역","","1","65.07","0","2","5","0","1","0","1","0","0","0","","0","3","",
"485","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000023","2025-11-05","","03","폐업","3","폐업","2026-01-14","","","","","586","","","전북특별자치도 완주군 상관면 상관소양로 94-46","55359","뚜바비앙2","2026-01-14 13:34:43","U","2026-01-16 02:40:00","","","","계획관리지역","","4","197.58","197.58","5","5","5","5","5","0","0","5","5","","10","7","",
"486","농어촌민박업","03_11_08_P","6510000","AGCV065100002025000504","2025-12-19","","01","영업/정상","1","정상","","","","","","715","","","제주특별자치도 제주시 한경면 용고로 230","63008","이오(eo)","2026-01-14 11:46:04","U","2026-01-16 02:40:00","","123302.753804624","-20067.9932528669","자연녹지지역","","1","222.73","0","3","6","1","5","0","1","0","1","1","","0","2","",
"487","농어촌민박업","03_11_08_P","4460000","AGCV044600002019000054","2019-05-15","","03","폐업","3","폐업","2026-01-13","","","","00000000000","","367-861","충청북도 괴산군 칠성면 쌍곡리 137-3 하얀집펜션","충청북도 괴산군 칠성면 쌍곡로 434, 하얀집펜션","28021","하얀집민박","2026-01-14 09:20:17","U","2026-01-16 02:40:00","","280090.945032868","361336.060149315","","","3","188","0","1","1","1","1","1","1","1","1","1","","0","0","",
"488","농어촌민박업","03_11_08_P","3720000","AGCV037200002023000001","2023-01-02","","01","영업/정상","1","정상","","","","","","851","","","울산광역시 북구 우가2길 2-5(당사동)","44235","스테이도란","2026-01-14 14:46:29","U","2026-01-16 02:40:00","","423055.538583035","235564.863985302","제1종일반주거지역","","1","200.64","200.64","1","3","0","1","0","1","0","1","1","","0","1","",
"489","농어촌민박업","03_11_08_P","5070000","AGCV050700002019000014","2006-07-11","","01","영업/정상","1","정상","","","","","","512","760-933","경상북도 안동시 도산면 동부리 67번지 1호","경상북도 안동시 도산면 퇴계로 2125","36605","도산민물휴게실민박","2026-01-14 13:43:33","U","2026-01-16 02:40:00","","362694.388466847","357781.802389048","자연환경보전지역","","1","73.8","0","1","1","0","1","0","1","0","5","0","","0","0","",
"490","농어촌민박업","03_11_08_P","4620000","AGCV046200002020000092","2020-11-18","","03","폐업","3","폐업","2026-01-14","","","","","1000","357-963","충청남도 태안군 안면읍 정당리 1130-49","충청남도 태안군 안면읍 붓드기길 76","32162","꼰띠고애견펜션","2026-01-14 17:19:22","U","2026-01-16 02:40:00","","140759.534086643","339713.351067696","보전관리지역","","5","222.59","0","5","5","1","5","5","5","0","1","1","","0","6","",
"491","농어촌민박업","03_11_08_P","5330000","AGCV053300002019000437","2019-07-02","","03","폐업","3","폐업","2026-01-14","","","","","298","650-922","경상남도 통영시 한산면 매죽리 116-3","경상남도 통영시 한산면 매물도대항길 24","53097","할매민박","2026-01-14 15:20:16","U","2026-01-16 02:40:00","","343927.33755617","128060.244672175","관리지역","","5","98.61","0","5","5","0","0","0","0","0","0","0","","0","2","",
"492","농어촌민박업","03_11_08_P","4251000","AGCV042510002025000020","2025-07-22","","01","영업/정상","1","정상","","","","","","463","","","강원특별자치도 홍천군 영귀미면 수타사로 150-29","25152","가윤이네 민박","2026-01-14 20:23:08","U","2026-01-16 02:40:00","","282910.764394508","465632.880487828","생산관리지역","","1","72.9","19.8","5","2","0","3","0","1","0","0","1","","0","2","",
"493","농어촌민박업","03_11_08_P","4341000","AGCV043410002026000002","2026-01-15","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 고성군 토성면 인흥리 697-2","강원특별자치도 고성군 토성면 풍곡1길 151","24766","고성 풀하우스 풀빌라","2026-01-15 20:18:59","I","2026-01-17 00:20:02","","333344.01382239","526644.376994878","","","2","123.58","123.58","2","4","2","2","0","1","0","1","0","","0","0","",
"494","농어촌민박업","03_11_08_P","4620000","AGCV046200002026000008","2026-01-15","","01","영업/정상","1","정상","","","","","","0","357-951","충청남도 태안군 남면 달산리 1032-44","충청남도 태안군 남면 달산포로 167-36","32154","하늘채 펜션","2026-01-15 17:49:12","I","2026-01-17 00:20:02","","137149.627845057","351234.804759547","","","4","208.02","0","10","4","1","4","4","0","0","0","0","","0","0","",
"495","농어촌민박업","03_11_08_P","5370000","AGCV053700002026000004","2026-01-15","","01","영업/정상","1","정상","","","","","","202","","","경상남도 거제시 장목면 관포길 30","53201","바다뜰","2026-01-15 21:12:22","I","2026-01-17 00:20:02","","354603.983818511","167156.416661465","계획관리지역","","1","55.07","0","1","3","0","2","0","2","0","0","0","","0","2","",
"496","농어촌민박업","03_11_08_P","4160000","AGCV041600002025000095","2026-01-13","","01","영업/정상","1","정상","","","","","","1491","","","경기도 가평군 가평읍 태봉두밀로596번길 133","12425","숲속솔향기펜션","2026-01-15 08:51:25","I","2026-01-17 00:20:02","","237480.06810034","478992.793129001","관리지역","","2","196","196","4","5","1","6","0","6","0","0","1","","4","1","",
"497","농어촌민박업","03_11_08_P","4480000","AGCV044800002026000003","2026-01-14","","01","영업/정상","1","정상","","","","","","5410","","","충청북도 단양군 가곡면 두산길 196-50","27021","단양패러글라이딩펜션","2026-01-14 19:55:21","I","2026-01-17 00:20:02","","324259.360367926","389238.693170096","계획관리지역","","4","198.96","0","6","5","1","5","5","0","0","0","1","","40","5","",
"498","농어촌민박업","03_11_08_P","4810000","AGCV048100002026000001","2026-01-14","","01","영업/정상","1","정상","","","","","","","555-240","전라남도 여수시 신덕동 227","전라남도 여수시 망양로 1010 (신덕동)","59620","씨엘로","2026-01-15 09:41:12","I","2026-01-17 00:20:02","","269764.266192843","147651.618888443","","","1","0","0","2","3","1","1","1","1","0","1","1","","0","0","",
"499","농어촌민박업","03_11_08_P","3570000","AGCV035700002025000095","2026-01-09","","01","영업/정상","1","정상","","","","","","502","417-841","인천광역시 강화군 길상면 온수리 93-3","인천광역시 강화군 길상면 강화동로45번길 69-6","23050","강화그물망시네마","2026-01-15 13:31:58","I","2026-01-17 00:20:02","","154668.511425509","460748.578745049","자역녹지지역","","1","97.73","0","4","6","2","2","0","1","0","0","2","","4","2","",
"500","농어촌민박업","03_11_08_P","3570000","AGCV035700002026000002","2026-01-15","","01","영업/정상","1","정상","","","","","","427","417-923","인천광역시 강화군 교동면 삼선리 428-6","인천광역시 강화군 교동면 교동북로200번길 39-12","23000","교동대룡펜션","2026-01-15 14:40:13","I","2026-01-17 00:20:02","","","","계획관리지역","","1","64.32","0","2","4","2","2","0","2","0","1","1","","3","1","",
"501","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000022","2026-01-15","","01","영업/정상","1","정상","","","","","","834","695-964","제주특별자치도 제주시 조천읍 조천리 920","제주특별자치도 제주시 조천읍 조함해안로 118","63331","바하마펜션","2026-01-15 11:54:47","I","2026-01-17 00:20:02","","166466.463921968","5611.56390515948","보전녹지지역","","5","228.31","0","12","12","5","6","0","6","1","5","5","","10","6","",
"502","농어촌민박업","03_11_08_P","4390000","AGCV043900002026000001","2026-01-02","","01","영업/정상","1","정상","","","","","","433","","","충청북도 충주시 소태면 송곡2길 8-1","27308","기억의온도","2026-01-15 16:14:42","I","2026-01-17 00:20:02","","","","계획관리지역","","1","96","96","3","10","3","3","0","3","0","3","3","","3","2","",
"503","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000023","2026-01-15","","01","영업/정상","1","정상","","","","","","","695-911","제주특별자치도 제주시 애월읍 수산리 2031-5","제주특별자치도 제주시 애월읍 엄장로 36","63056","스테이 36","2026-01-15 16:28:21","I","2026-01-17 00:20:02","","141879.129809728","-2672.61896068317","","","1","85.58","0","2","3","1","2","0","2","1","1","1","","3","0","",
"504","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000024","2026-01-15","","01","영업/정상","1","정상","","","","","","","695-913","제주특별자치도 제주시 애월읍 애월리 2059-2","제주특별자치도 제주시 애월읍 애월로7길 23-4","63043","애월바당길민박","2026-01-15 15:34:17","I","2026-01-17 00:20:02","","136461.714411499","-3231.13823177117","","","1","84.31","0","2","4","1","1","0","1","0","0","1","","0","0","",
"505","농어촌민박업","03_11_08_P","4170000","AGCV041700002024000062","2024-09-10","","03","폐업","3","폐업","2026-01-15","","","","","801","476-841","경기도 양평군 용문면 연수리 137","경기도 양평군 용문면 연수로 599","12509","샛별팬션","2026-01-15 14:53:44","U","2026-01-17 02:40:00","","249174.58144658","447260.503343111","계획관리","","2","141.45","133.95","2","3","2","1","0","1","0","1","2","","0","1","",
"506","농어촌민박업","03_11_08_P","4201000","AGCV042010002024000060","2024-06-28","","03","폐업","3","폐업","2026-01-15","","","","","407","","강원특별자치도 강릉시 강동면 임곡리 811","강원특별자치도 강릉시 강동면 임곡로 1271-7","25629","숲실","2026-01-15 16:52:40","U","2026-01-17 02:40:00","","372929.864544265","462058.018167478","계획관리지역","","1","82.92","82.92","2","1","0","1","0","1","0","0","0","","0","2","",
"507","농어촌민박업","03_11_08_P","6510000","AGCV065100002024000218","2024-05-29","","03","폐업","3","폐업","2026-01-14","","","","","399","695-942","제주특별자치도 제주시 한경면 두모리 1931","제주특별자치도 제주시 한경면 신한로 126-25","63002","그라운드플레이스","2026-01-15 14:37:58","U","2026-01-17 02:40:00","","124630.025458205","-16731.8448524644","계획관리지역","","1","150.3","0","3","6","0","2","0","2","0","0","0","","7","2","",
"508","농어촌민박업","03_11_08_P","3570000","AGCV035700002025000094","2026-01-02","","01","영업/정상","1","정상","","","","","","318","417-843","인천광역시 강화군 길상면 장흥리 281-10","인천광역시 강화군 길상면 해안남로352번길 31-6","23052","해피하우스","2026-01-15 13:31:10","U","2026-01-17 02:40:00","","157096.012654204","456326.762156151","계획관리지역","","1","65.03","0","2","3","2","1","0","1","0","2","2","","3","1","",
"509","농어촌민박업","03_11_08_P","4840000","AGCV048400002026000001","2026-01-02","","01","영업/정상","1","정상","","","","","","0","","","전라남도 광양시 진상면 웅동길 52-6","57705","잎새바람","2026-01-15 11:34:21","U","2026-01-17 02:40:00","","260162.404683166","171912.640269204","","","5","98.64","98.64","5","5","3","5","5","5","0","2","2","","0","2","",
"510","농어촌민박업","03_11_08_P","4620000","AGCV046200002026000001","2026-01-06","","01","영업/정상","1","정상","","","","","","711","357-911","충청남도 태안군 원북면 대기리 1-7","충청남도 태안군 원북면 원이로 567-17","32112","물댄동산","2026-01-15 13:10:21","U","2026-01-17 02:40:00","","133912.717400745","366934.581345654","계획관리지역","","3","173.56","0","3","6","2","4","3","0","0","0","1","","0","2","",
"511","농어촌민박업","03_11_08_P","3930000","AGCV039300002021000041","2021-07-29","","03","폐업","3","폐업","2026-01-02","","","","","366","425-340","경기도 안산시 단원구 대부남동 7-307","경기도 안산시 단원구 소득길 97-11(대부남동)","15650","블랙앤화이트","2026-01-15 18:23:19","U","2026-01-17 02:40:00","","164707.035564312","412606.395193189","자연녹지","","3","146.06","0","3","6","2","6","0","2","0","2","2","","8","3","",
"512","농어촌민박업","03_11_08_P","3930000","AGCV039300002020000123","2020-09-15","","03","폐업","3","폐업","2026-01-05","","","","","535","425-340","경기도 안산시 단원구 대부남동 3-207","경기도 안산시 단원구 부흥로 287-68 (대부남동)","15650","펜션플러스","2026-01-15 18:23:33","U","2026-01-17 02:40:00","","165014.898220896","413459.644492117","생산녹지지역","","8","229.38","0","4","11","1","11","0","3","1","1","1","","10","5","",
"513","농어촌민박업","03_11_08_P","5600000","AGCV056000002022000002","2022-01-12","","01","영업/정상","1","정상","","","","","","","487-863","경기도 포천시 이동면 장암리 636-10","경기도 포천시 이동면 화동로 2236-19","11111","어서오시개냥 애견펜션","2026-01-15 16:27:48","U","2026-01-17 02:40:00","","232850.566778711","504675.368059959","계획관리지역","","1","64.5","64.5","2","2","2","2","2","0","0","2","2","",".34","2","",
"514","농어촌민박업","03_11_08_P","4990000","AGCV049900002021000005","2021-03-15","","01","영업/정상","1","정상","","","","","","261","536-935","전라남도 완도군 군외면 황진리 159-75","전라남도 완도군 군외면 청해진로 548-8","59102","엔젤민박","2026-01-15 10:49:20","U","2026-01-17 02:40:00","","170320.593084625","99898.7233509678","자연환경보전지역","","3","376.38","0","3","3","0","0","0","0","0","0","1","","0","3","",
"515","농어촌민박업","03_11_08_P","3990000","AGCV039900002020000018","2020-07-31","","01","영업/정상","1","정상","","","","","","","472-852","경기도 남양주시 수동면 송천리 5-24","경기도 남양주시 수동면 모꼬지로 204","12034","힐링캠프펜션","2026-01-14 11:31:05","U","2026-01-17 02:40:00","","232445.466360588","465659.882508377","","","0","176","0","3","3","3","3","3","3","0","3","3","","0","0","",
