"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","법인구분명","구분명",
"200","유료직업소개소","11_50_02_P","3040000","2020304019114500005","2020-03-25","","03","폐업","40","폐업","2025-12-31","","","","02  69520330","","","서울특별시 광진구 중곡동 117번지 33호","서울특별시 광진구 용마산로 13 (중곡동)","04931","산들인력","2026-01-07 12:22:23","U","2026-01-09 02:40:00","","207714.29745342","450297.069528673","개인","유료",
"201","유료직업소개소","11_50_02_P","4450000","2018445009214500004","2018-08-21","","03","폐업","40","폐업","2026-01-06","","","","","","","충청북도 진천군 진천읍 읍내리 305번지 21호","충청북도 진천군 진천읍 중앙서로 27, 2층","27833","365휴먼서비스","2026-01-06 17:17:36","U","2026-01-09 02:40:00","","239366.68210138","372953.945675933","개인","유료",
"202","유료직업소개소","11_50_02_P","4520000","2021452034714500021","2021-10-26","","03","폐업","40","폐업","2026-01-05","","","","","","","충청남도 아산시 온천동 81-15 애견마을","충청남도 아산시 온천대로 1526, 애견마을 (온천동)","31520","아산인력","2026-01-06 09:04:51","U","2026-01-09 02:40:00","","200568.111092043","364352.978597423","개인","유료",
"203","유료직업소개소","11_50_02_P","5530000","2021553038814500032","2021-10-28","","01","영업/정상","20","영업중","","","","","031 353 7022","","","경기도 화성시 향남읍 평리 30-24","경기도 화성시 향남읍 3.1만세로 1132, 2층","18593","두산기업인력","2026-01-07 11:25:20","U","2026-01-09 02:40:00","","191974.747045041","403582.708038664","개인","유료",
"204","유료직업소개소","11_50_02_P","4800000","2025480036114500016","2025-12-24","","01","영업/정상","20","영업중","","","","","","","","전라남도 목포시 산정동 1350","전라남도 목포시 둥근섬로 2, 2층 (산정동)","58744","굿잡(Job)유료직업소개소","2026-01-07 10:26:17","U","2026-01-09 02:40:00","","144922.894161926","143388.9036371","개인","유료",
"205","유료직업소개소","11_50_02_P","3830000","2025385003714500014","2025-12-11","","01","영업/정상","20","영업중","","","","","","","","경기도 안양시 동안구 관양동 1502-6 아이퍼스트타워 601호","경기도 안양시 동안구 흥안대로 519, 아이퍼스트타워 6층 601호 (관양동)","13951","드림가","2026-01-06 17:56:54","U","2026-01-09 02:40:00","","197818.111875523","433137.578437473","개인","유료",
"206","유료직업소개소","11_50_02_P","3520000","2025352029314500004","2025-03-13","","01","영업/정상","20","영업중","","","","","","","","인천광역시 연수구 옥련동 581-22 3층","인천광역시 연수구 청량로101번길 10, 3층 (옥련동)","21945","(주) 피플트리","2026-01-06 14:06:52","U","2026-01-09 02:40:00","","169429.214523029","435049.05473514","법인","유료",
"207","유료직업소개소","11_50_02_P","3990000","2025399051314500021","2025-11-25","","01","영업/정상","20","영업중","","","","","","","","경기도 남양주시 화도읍 묵현리 299-8","경기도 남양주시 화도읍 묵현로 21-6, 201호","12168","베스트로지스","2026-01-06 16:05:16","U","2026-01-09 02:40:00","","225480.6097745","461796.040439154","개인","유료",
"208","유료직업소개소","11_50_02_P","3220000","2023322025014500016","2023-03-21","","03","폐업","40","폐업","2026-01-05","","","","","","","서울특별시 강남구 삼성동 123-22 지오삼성","서울특별시 강남구 봉은사로68길 35-3, 지오삼성 2층 (삼성동)","06155","적재적소","2026-01-06 13:35:43","U","2026-01-09 02:40:00","","204512.715850329","445320.522807384","개인","유료",
"209","유료직업소개소","11_50_02_P","3590000","2024359019714500001","2024-01-22","","01","영업/정상","20","영업중","","","","","062 2236564","","","광주광역시 동구 수기동 23-2 제일오피스텔빌딩","광주광역시 동구 천변우로 339, 제일오피스텔빌딩 13층 1303호 (수기동)","61478","해피케어","2026-01-06 15:56:32","U","2026-01-09 02:40:00","","191696.411285266","183475.407796163","개인","유료",
"210","유료직업소개소","11_50_02_P","3020000","2018302015014500007","2015-01-29","","01","영업/정상","20","영업중","","","","","02  69589197","","","서울특별시 용산구 남영동 62-1","서울특별시 용산구 한강대로80길 11-49, 1층 2호 (남영동)","04352","케이잡스(주) 직업소개소","2026-01-06 09:58:30","U","2026-01-09 02:40:00","","","","법인","유료",
"211","유료직업소개소","11_50_02_P","5530000","2021553038814500025","2021-07-07","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 남양읍 남양리 525-1","경기도 화성시 남양읍 남양시장로24번길 7-13","18261","행복한인력","2026-01-07 11:26:04","U","2026-01-09 02:40:00","","183409.234591135","411793.462087373","개인","유료",
"212","유료직업소개소","11_50_02_P","3550000","2021355012814500011","2021-08-03","","03","폐업","40","폐업","2026-01-07","","","","","","","인천광역시 계양구 병방동 134-24","인천광역시 계양구 병방로 11, 3층 (병방동)","21028","계양인력","2026-01-07 17:57:13","U","2026-01-09 02:40:00","","177136.225474346","449448.786034659","개인","유료",
"213","유료직업소개소","11_50_02_P","5530000","2021553038814500026","2021-07-23","","01","영업/정상","20","영업중","","","","","031 352 1714","","","경기도 화성시 장안면 사곡리 11-1","경기도 화성시 장안면 기아자동차로 797","18585","조암코리아인력","2026-01-07 11:25:41","U","2026-01-09 02:40:00","","183411.078777182","397162.478270717","개인","유료",
"214","유료직업소개소","11_50_02_P","4050000","2025563001814500013","2025-10-02","","01","영업/정상","20","영업중","","","","","05052100639","","","경기도 용인시 기흥구 보정동 1261-4 장은메디칼프라자","경기도 용인시 기흥구 죽전로 10, 장은메디칼프라자 6층 6118호 (보정동)","16897","주식회사 에이치알라인","2026-01-07 17:44:35","U","2026-01-09 02:40:00","","209664.333656572","424252.557051969","법인","유료",
"215","유료직업소개소","11_50_02_P","4721000","2025472105314500011","2025-09-29","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 완주군 봉동읍 장기리 224-1","전북특별자치도 완주군 봉동읍 봉동로 140-1, 2층","55326","개상인력개발 봉동점","2026-01-06 22:53:06","U","2026-01-09 02:40:00","","215132.965058094","270821.700148163","개인","유료",
"216","유료직업소개소","11_50_02_P","5530000","2022553038814500030","2022-12-08","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 우정읍 조암리 290-12","경기도 화성시 우정읍 3.1만세로 43, 2층","18567","한울솔루션","2026-01-07 11:23:39","U","2026-01-09 02:40:00","","183812.667159239","397915.300718586","개인","유료",
"217","유료직업소개소","11_50_02_P","3210000","2022321019514500035","2022-12-13","","01","영업/정상","20","영업중","","","","","02  34665343","","","서울특별시 서초구 서초동 1692-1 동익성봉빌딩","서울특별시 서초구 서초대로 301, 동익성봉빌딩 18층 (서초동)","06606","잡코리아 유한책임회사","2026-01-06 14:08:03","U","2026-01-09 02:40:00","","201199.948183239","443564.14634983","법인","유료",
"218","유료직업소개소","11_50_02_P","3620000","2022362019114500024","2012-08-22","","01","영업/정상","20","영업중","","","","","","","","광주광역시 북구 연제동 478-39","광주광역시 북구 연양로 29(연제동)","61075","첨단삼성인력소개소","2026-01-06 14:34:20","U","2026-01-09 02:40:00","","188149.346381654","189697.884036259","개인","유료",
"219","유료직업소개소","11_50_02_P","3520000","2022352020414500006","2021-04-16","","03","폐업","40","폐업","2026-01-07","","","","","","","인천광역시 연수구 연수동 565-2","인천광역시 연수구 새말로 60, 201호 (연수동)","21919","모두다제이앤씨","2026-01-07 10:55:06","U","2026-01-09 02:40:00","","171307.490187466","435408.948130895","개인","유료",
"220","유료직업소개소","11_50_02_P","5350000","2021535029214500014","2021-05-31","","03","폐업","40","폐업","2026-01-06","","","","","","","경상남도 김해시 진영읍 진영리 253-18","경상남도 김해시 진영읍 진영로 150-2, 2층","50867","팔팔인력","2026-01-06 11:39:54","U","2026-01-09 02:40:00","","357229.207104178","201796.923025596","개인","유료",
"221","유료직업소개소","11_50_02_P","5670000","2020567056614500014","2020-07-20","","01","영업/정상","20","영업중","","","","","","","","경상남도 창원시 의창구 봉곡동 31-4 성우프라자","경상남도 창원시 의창구 지귀로 14, 성우프라자 201호 (봉곡동)","51176","에이스직업소개소","2026-01-07 14:35:03","U","2026-01-09 02:40:00","","350062.184191749","195174.141308354","개인","유료",
"222","유료직업소개소","11_50_02_P","5530000","2021553038814500018","2021-06-21","","01","영업/정상","20","영업중","","","","","0313556673","","","경기도 화성시 남양읍 남양리 1276-8","경기도 화성시 남양읍 남양시장로 107","18258","(주)녹명피앤씨","2026-01-07 11:27:22","U","2026-01-09 02:40:00","","184025.750115205","412141.328736388","법인","유료",
"223","유료직업소개소","11_50_02_P","5380000","2013538014514500003","2013-03-13","","03","폐업","40","폐업","2026-01-07","","","","070 73808282","","","경상남도 양산시 동면 금산리 1411-12","경상남도 양산시 동면 금오7길 65-15, 1층","50639","휴먼파워서비스","2026-01-07 22:06:28","U","2026-01-09 02:40:00","","383785.017336988","203349.51966029","개인","유료",
"224","유료직업소개소","11_50_02_P","5670000","2025567057214500004","2025-06-18","","01","영업/정상","20","영업중","","","","","","","","경상남도 창원시 마산회원구 내서읍 중리 398-4 수미산장","경상남도 창원시 마산회원구 내서읍 옥정1길 21","51244","프리미엄 간병협회","2026-01-07 15:12:57","U","2026-01-09 02:40:00","","338495.853536543","195511.065300513","개인","유료",
"225","유료직업소개소","11_50_02_P","5080000","2025508034814500011","2025-07-14","","03","폐업","40","폐업","2026-01-06","","","","","","","경상북도 구미시 형곡동 193-10 2층","경상북도 구미시 형곡로 206-1, 2층 (형곡동)","39316","어울림케어","2026-01-06 14:12:34","U","2026-01-09 02:40:00","","320456.99678406","290481.909739478","개인","유료",
"226","유료직업소개소","11_50_02_P","3430000","2025343012714500009","2025-07-04","","01","영업/정상","20","영업중","","","","","","","","대구광역시 서구 평리동 1492-22","대구광역시 서구 서대구로 183-1, 4층 (평리동)","41765","다이소직업소개소","2026-01-06 17:59:39","U","2026-01-09 02:40:00","","340319.472097282","264923.875001838","개인","유료",
"227","유료직업소개소","11_50_02_P","5350000","2022535029214500018","2022-11-08","","01","영업/정상","20","영업중","","","","","0557232840","","","경상남도 김해시 동상동 954-1","경상남도 김해시 분성로 345-1, 2층 (동상동)","50915","주식회사 탑코리아","2026-01-07 14:52:25","U","2026-01-09 02:40:00","","371396.14276679","194356.84458441","법인","유료",
"228","유료직업소개소","11_50_02_P","4681000","2023468041614500005","2023-05-25","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 익산시 중앙동2가 1-1","전북특별자치도 익산시 익산대로 141, 2층 (중앙동2가)","54662","가치인력","2026-01-06 19:58:00","U","2026-01-09 02:40:00","","195106.373049218","270967.026573896","개인","유료",
"229","유료직업소개소","11_50_02_P","4010000","2021401031614500004","2021-03-25","","01","영업/정상","20","영업중","","","","","","","","경기도 시흥시 정왕동 1728-1 두원프라자","경기도 시흥시 서촌상가2길 10, 두원프라자 205호 (정왕동)","15036","다다직업소개소","2026-01-07 17:13:36","U","2026-01-09 02:40:00","","176327.603036557","427289.313910493","개인","유료",
"230","유료직업소개소","11_50_02_P","5570000","2021557005614500002","2021-03-02","","03","폐업","40","폐업","2026-01-06","","","","","","","충청북도 증평군 증평읍 창동리 485","충청북도 증평군 증평읍 중앙로5길 19-2","27928","한중직업소개소","2026-01-06 13:37:46","U","2026-01-09 02:40:00","","251494.89625374","364825.531181952","개인","유료",
"231","유료직업소개소","11_50_02_P","5530000","2021553038814500010","2021-04-02","","01","영업/정상","20","영업중","","","","","031  3525277","","","경기도 화성시 향남읍 발안리 95-1","경기도 화성시 향남읍 발안천길 45, 3층","18594","발안명성인력","2026-01-07 11:28:09","U","2026-01-09 02:40:00","","191641.69891803","403290.232850908","개인","유료",
