"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","제조구분명","사업장부지용도구분명",
"396","고압가스업","09_28_05_P","5710000","2026572002502100001","2026-01-15","","01","영업/정상","01","영업중","","","","","","17.5","","충청북도 청주시 상당구 금천동 162-113 효성병원","충청북도 청주시 상당구 쇠내로 16, 효성병원 (금천동)","28736","의료법인 정산 의료재단 효성병원","2026-01-15 18:27:22","I","2026-01-17 00:20:02","저장소","244288.193889624","347144.087315115","","도로등",
"397","고압가스업","09_28_05_P","5050000","2026505039202100001","2026-01-13","","01","영업/정상","01","영업중","","","","","","","","경상북도 경주시 외동읍 석계리 1303-1","","","(주)아르트","2026-01-15 18:03:19","I","2026-01-17 00:20:02","저장소","408349.220138115","242846.360603456","","",
"398","고압가스업","09_28_05_P","4580000","2000458001002100024","1991-11-13","","01","영업/정상","01","영업중","","","","","","","","충청남도 서천군 장항읍 장암리 78","충청남도 서천군 장항읍 화송길 123","","엘에스메탈(주)","2026-01-15 17:37:39","U","2026-01-17 02:40:00","저장소","169852.702203698","278807.151062849","일반","주상나지",
"399","고압가스업","09_28_05_P","5060000","2017506018702100001","2017-03-09","","01","영업/정상","01","영업중","","","","","","","","경상북도 김천시 어모면 남산리 1986 (주)대영알미늄","경상북도 김천시 어모면 산업단지7로 130 (주)대영알미늄","39536","(주)대영알미늄","2026-01-15 17:55:38","U","2026-01-17 02:40:00","제조","302025.829608242","297149.17862054","냉동","",
"400","고압가스업","09_28_05_P","6520000","2015652011002100002","2015-03-31","","01","영업/정상","01","영업중","","","","","","","","제주특별자치도 서귀포시 중문동 2700-2","제주특별자치도 서귀포시 중문관광로 222 (중문동)","","㈜부영주택 제주부영호텔&리조트","2026-01-15 17:43:46","U","2026-01-17 02:40:00","제조","146171.593383321","-28035.7992822367","냉동","",
"401","고압가스업","09_28_05_P","4820000","2005482011802200002","2007-07-25","","02","휴업","02","휴업","","2026-01-15","2027-01-14","","","","","전라남도 순천시 조례동 758 킴스클럽 순천점","전라남도 순천시 비봉2길 4-12, 킴스클럽 순천점 (조례동)","57929","뉴코아순천점","2026-01-15 19:33:12","U","2026-01-17 02:40:00","제조","247589.899439906","163955.515824998","냉동","상업용",
"402","고압가스업","09_28_05_P","4810000","2000481001902120309","2010-11-25","","01","영업/정상","01","영업중","","","","","","","","전라남도 여수시 평여동 62 롯데첨단소재(주)","전라남도 여수시 여수산단로 334-27, 롯데첨단소재(주) (평여동)","59616","롯데케미칼(주) 첨단소재 여수공장","2026-01-15 17:22:25","U","2026-01-17 02:40:00","제조","261836.865218194","146368.089545696","특정","주상나지",
"403","고압가스업","09_28_05_P","4810000","2013481024102100005","2013-12-26","","01","영업/정상","01","영업중","","","","","","","","전라남도 여수시 중흥동 750-13","전라남도 여수시 여수산단4로 166-42 (중흥동)","","롯데케미칼(주) 첨단소재 탱크터미널","2026-01-15 17:22:38","U","2026-01-17 02:40:00","제조","261601.117673133","149110.606101587","특정","",
"404","고압가스업","09_28_05_P","5690000","2024569020002200001","2024-06-12","","01","영업/정상","01","영업중","","","","","","","","세종특별자치시 전의면 양곡리 590","세종특별자치시 전의면 미래산단4로 105","30007","(주)스위트바이오","2026-01-15 13:19:59","U","2026-01-17 02:40:00","제조","214762.855476552","348135.757597709","냉동","",
"405","고압가스업","09_28_05_P","3730000","2001373018602100022","2001-07-13","","02","휴업","02","휴업","","2026-01-14","2027-01-13","","","","","울산광역시 울주군 범서읍 천상리 527-1","","","천상정수사업소","2026-01-15 09:26:11","U","2026-01-17 02:40:00","저장소","401485.833280381","232336.214023346","","기타",
"406","고압가스업","09_28_05_P","3150000","2021315020402100001","2021-09-07","","01","영업/정상","01","영업중","","","","2025-10-28","","","","서울특별시 강서구 마곡동 61-1 수소충전소","서울특별시 강서구 양천로 225, 수소충전소 (마곡동)","07520","에코바이오홀딩스(주)","2026-01-15 08:00:28","U","2026-01-17 02:40:00","제조","184841.846415698","452316.417141747","충전","지정되지않음",
"407","고압가스업","09_28_05_P","5530000","2023553043002100018","2023-05-16","","01","영업/정상","01","영업중","","","","","","59755","","경기도 화성시 장안면 독정리 461 주식회사위닉스","경기도 화성시 장안면 수정로 80-13, 주식회사위닉스","18583","(주)위닉스","2026-01-15 19:53:58","U","2026-01-17 02:40:00","제조","187406.333940985","397024.622927201","충전","공업용",
"408","고압가스업","09_28_05_P","5670000","2020567056802100003","2020-08-31","","01","영업/정상","01","영업중","","","","","","","","경상남도 창원시 성산구 내동 452-9","","","셰플러코리아 유한책임회사(창원1공장)","2026-01-15 13:08:06","U","2026-01-17 02:40:00","제조","350573.43561531","192560.118150777","냉동","",
"409","고압가스업","09_28_05_P","5670000","2021567056802200002","2021-12-09","","02","휴업","02","휴업","","2025-07-16","2026-07-15","","","","","경상남도 창원시 성산구 대원동 85","경상남도 창원시 성산구 창원대로 488 (대원동)","51407","현대로템 주식회사","2026-01-15 17:07:54","U","2026-01-17 02:40:00","제조","349668.928930286","193382.637972067","냉동","",
"410","고압가스업","09_28_05_P","5710000","2025571027002200001","2025-12-10","","01","영업/정상","01","영업중","","","","","","","","충청북도 청주시 흥덕구 외북동 364 SK하이닉스청주사업장M15공장","충청북도 청주시 흥덕구 에스케이로 120, SK하이닉스청주사업장M15공장 (외북동)","28356","에스케이하이닉스(주) 4캠퍼스","2026-01-15 09:03:28","U","2026-01-17 02:40:00","제조","238512.871931808","350558.335657718","충전","",
"411","고압가스업","09_28_05_P","5530000","2019553037902100025","2019-09-20","","01","영업/정상","01","영업중","","","","","","","","경기도 화성시 장안면 독정리 461 주식회사위닉스","경기도 화성시 장안면 수정로 80-13, 주식회사위닉스","18583","(주)위닉스(일반제조 2019-3)","2026-01-15 19:48:18","U","2026-01-17 02:40:00","제조","187406.333940985","397024.622927201","일반","",
"412","고압가스업","09_28_05_P","4450000","2020445009802200003","2020-07-06","","01","영업/정상","01","영업중","","","","","","","","충청북도 진천군 덕산읍 신척리 860","충청북도 진천군 덕산읍 신척산단1로 52","27850","(주)비에이치앤바이오","2026-01-15 18:33:05","U","2026-01-17 02:40:00","제조","243044.668822705","380701.11208542","냉동","",
"413","고압가스업","09_28_05_P","4420000","2021442009802100005","2021-08-31","","01","영업/정상","01","영업중","","","","2022-09-08","","3713.5","","충청북도 보은군 삼승면 우진리 736 공장","충청북도 보은군 삼승면 남부로 3787-94, 공장","28923","(주)대림","2026-01-15 09:25:41","U","2026-01-17 02:40:00","제조","265333.314347616","325257.962839049","","공업용",
"414","고압가스업","09_28_05_P","4221000","2025422105502100001","2025-08-11","","01","영업/정상","01","영업중","","","","","","","","강원특별자치도 태백시 통동 346-111","","","태백오케이수소충전소","2026-01-15 13:49:01","U","2026-01-17 02:40:00","제조","380328.164651548","408923.550200887","일반","",
"415","고압가스업","09_28_05_P","5350000","2025535037402100005","2025-10-10","","01","영업/정상","01","영업중","","","","","","","","경상남도 김해시 신문동 1411","경상남도 김해시 장유로 505 (신문동)","51011","롯데쇼핑(주) 롯데호텔앤리조트 김해","2026-01-15 15:04:58","U","2026-01-17 02:40:00","제조","366210.014918993","188418.599906582","냉동","",
"416","고압가스업","09_28_05_P","4641000","2000464009402100002","2000-11-14","","02","휴업","02","휴업","","2025-12-04","2026-12-03","","","","","전북특별자치도 전주시 완산구 고사동 104","","","(주)이랜드리테일전주점","2026-01-15 09:23:42","U","2026-01-17 02:40:00","제조","","","냉동","상업.업무용",
"417","고압가스업","09_28_05_P","4641000","2000464009402100001","2000-11-14","","02","휴업","02","휴업","","2025-12-04","2026-12-03","","","","","전북특별자치도 전주시 완산구 고사동 96-1","","","(주)이랜드리테일전주점","2026-01-15 09:21:43","U","2026-01-17 02:40:00","제조","213034.495714735","257726.858521044","냉동","상업.업무용",
"418","고압가스업","09_28_05_P","4691000","2016469027202200002","2016-10-21","","02","휴업","02","휴업","","2018-05-28","2019-05-27","","","","","","전북특별자치도 정읍시 북면 3산단3길 67","","(주)크리앤사이언스 정읍지점","2026-01-15 13:33:43","U","2026-01-17 02:40:00","제조","191884.32958631","234950.21006391","냉동","",
"419","고압가스업","09_28_05_P","5670000","2006527007602100044","2006-11-28","","01","영업/정상","01","영업중","","","","","","","","경상남도 창원시 성산구 내동 452-9","경상남도 창원시 성산구 삼동로 90 (내동)","","셰플러코리아 유한책임회사(창원1공장)","2026-01-15 13:05:00","U","2026-01-17 02:40:00","제조","350573.43561531","192560.118150777","냉동","공업용",
"420","고압가스업","09_28_05_P","5530000","1991553018702110401","1991-04-01","","01","영업/정상","01","영업중","","","","","","","","경기도 화성시 우정읍 이화리 1714 기아자동차(주)화성공장","경기도 화성시 우정읍 기아자동차로 95 (기아자동차(주)화성공장)","","기아 주식회사(냉동허가 91-2)","2026-01-15 12:52:36","U","2026-01-17 02:40:00","제조","180828.119654293","392412.530314641","냉동","공업용",
"421","고압가스업","09_28_05_P","5530000","1996553018702260213","1996-02-13","","01","영업/정상","01","영업중","","","","","","","","경기도 화성시 우정읍 이화리 1714 기아자동차(주)화성공장","경기도 화성시 우정읍 기아자동차로 95 (기아자동차(주)화성공장)","","기아 주식회사(냉동신고96-1)","2026-01-15 20:29:08","U","2026-01-17 02:40:00","제조","180828.119654293","392412.530314641","냉동","공업용",
"422","고압가스업","09_28_05_P","5530000","2012553023202100024","2012-11-20","","02","휴업","02","휴업","","2026-01-15","2027-01-31","","","","","경기도 화성시 석우동 39","","","한국지역난방공사 화성지사","2026-01-15 16:35:04","U","2026-01-17 02:40:00","제조","207158.442417441","413027.379405377","","",
"423","고압가스업","09_28_05_P","5710000","2014573000502100003","2014-11-10","","01","영업/정상","01","영업중","","","","","","","","충청북도 청주시 흥덕구 오송읍 만수리 501","충청북도 청주시 흥덕구 오송읍 오송생명6로 132","28158","유니메드제약(주)","2026-01-15 10:37:14","U","2026-01-17 02:40:00","제조","230153.423208176","348670.855519098","냉동","",
"424","고압가스업","09_28_05_P","3700000","1989370000902100008","1989-08-19","","01","영업/정상","01","영업중","","","","2021-12-10","","","","울산광역시 남구 선암동 산 81-1","","","코어특수가스","2026-01-15 17:34:00","U","2026-01-17 02:40:00","판매","411396.459320239","225835.083532602","일반","주.상복합용",
"425","고압가스업","09_28_05_P","4520000","2025452035702100001","2025-03-19","","01","영업/정상","01","영업중","","","","","","","","충청남도 아산시 음봉면 산동리 1012","","","(주)케맥스","2026-01-15 17:21:04","U","2026-01-17 02:40:00","제조","","","냉동","",
"426","고압가스업","09_28_05_P","4580000","2022458009302200001","2022-07-28","","01","영업/정상","01","영업중","","","","","","","","충청남도 서천군 장항읍 장암리 78-6","충청남도 서천군 장항읍 화송길 123","33663","엘에스메탈 주식회사(장항사업장)","2026-01-15 17:37:23","U","2026-01-17 02:40:00","제조","170336.729856345","278721.246826958","냉동","",
"427","고압가스업","09_28_05_P","4520000","2011452022502100009","2011-10-06","","01","영업/정상","01","영업중","","","","","","","","충청남도 아산시 신창면 궁화리 184-2","충청남도 아산시 신창면 서부남로 505","","(주)신영","2026-01-15 13:49:59","U","2026-01-17 02:40:00","제조","192281.745266919","365694.076488671","냉동","",
"428","고압가스업","09_28_05_P","5340000","2022534021402100001","2022-05-10","","01","영업/정상","01","영업중","","","","","","","","경상남도 사천시 사남면 유천리 802","경상남도 사천시 사남면 공단1로 78","52529","한국항공우주산업(주)","2026-01-15 13:49:09","U","2026-01-17 02:40:00","제조","297055.026395118","175893.392884847","충전","",
"429","고압가스업","09_28_05_P","5080000","2025508035402100002","2025-02-13","","01","영업/정상","01","영업중","","","","","","","","경상북도 구미시 공단동 309-20","","","(주)에프엑스티2공장","2026-01-15 09:01:48","U","2026-01-17 02:40:00","저장소","323646.769237272","288821.007436232","","",
