"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","영업내용",
"388","옥외광고업","04_15_01_P","4090000","2003409007408200008","2003-03-18","","01","영업/정상","20","정상","","","","","031 9827001","","","경기도 김포시 양촌읍 양곡리 ***-*","","","제일광고기획","2026-01-14 11:24:53","U","2026-01-16 02:40:00","","167794.476935203","462347.138205961","옥외광고물 제작",
"389","옥외광고업","04_15_01_P","4090000","2017409028108500002","2018-04-30","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 장기동 ****-* 한강센트럴자이 *단지","경기도 김포시 태장로 ***, ***동 ***호 (장기동, 한강센트럴자이 *단지)","10091","플랜비","2026-01-14 13:24:08","U","2026-01-16 02:40:00","","171516.563910204","459061.513399166","광고물 디자인, 광고물 제작. 설치",
"390","옥외광고업","04_15_01_P","4090000","2022409038708500006","2022-08-08","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 하성면 원산리 ***-*","경기도 김포시 하성면 월하로***번길 **-*","10011","209팩토리","2026-01-14 10:27:15","U","2026-01-16 02:40:00","","167177.247874543","467792.22227091","아크릴 가공, 간판 제작",
"391","옥외광고업","04_15_01_P","3380000","2023338007708500006","2023-12-26","","03","폐업","40","폐업","2026-01-14","","","","","","","","부산광역시 수영구 과정로 **-*, *층 (망미동)","48211","애드리브","2026-01-14 09:45:56","U","2026-01-16 02:40:00","","391992.956183243","188044.100727275","간판 및 광고물",
"392","옥외광고업","04_15_01_P","5130000","2001513002408200011","2026-01-13","","01","영업/정상","20","정상","","","","","053 811 5369","","","경상북도 경산시 중방동 ***-* ***호","경상북도 경산시 중앙로**길 **, ***호 (중방동)","38621","대림광고사","2026-01-14 09:09:12","U","2026-01-16 02:40:00","","356762.870322878","259923.358171976","광고물제작(간판,현수막)",
"393","옥외광고업","04_15_01_P","4090000","2020409038708500005","2020-12-28","","01","영업/정상","20","정상","","","","","0319860555","","","경기도 김포시 양촌읍 대포리 *-**","경기도 김포시 양촌읍 봉수대로 ****-*","10069","에스앤디","2026-01-14 11:36:26","U","2026-01-16 02:40:00","","167375.653526948","458144.611847245","광고물 제작 및 설치",
"394","옥외광고업","04_15_01_P","4090000","2022409038708500003","2022-05-02","","01","영업/정상","20","정상","","","","","","","","","경기도 김포시 걸포로 ***-**, 가동 (걸포동)","10075","더블유 디자인","2026-01-14 10:28:23","U","2026-01-16 02:40:00","","","","간판제작 및 시공",
"395","옥외광고업","04_15_01_P","4090000","2022409038708500004","2015-03-30","","01","영업/정상","20","정상","","","","","324 1206","","","서울특별시 마포구 서교동 ***-*** *층 ***호","경기도 김포시 고촌읍 전호로**번길 **-*","10135","(주)제이컴인","2026-01-14 10:38:25","U","2026-01-16 02:40:00","","192760.429750892","449837.270062952","광고물제작",
"396","옥외광고업","04_15_01_P","3680000","2026368025908500001","2026-01-15","","01","영업/정상","20","정상","","","","","","","","대전광역시 대덕구 대화동 ***-* 대전산업용재유통상가 **동 ***호","대전광역시 대덕구 대화로 ***, 대전산업용재유통상가 **동 ***호 (대화동)","34368","참길애드","2026-01-15 17:05:32","I","2026-01-17 00:20:02","","236019.893489066","318423.179224484","옥외광고물(간판·사인물) 제조 및 제작·설치",
"397","옥외광고업","04_15_01_P","4711000","2026471108808500001","2022-02-23","","01","영업/정상","20","정상","","","","","","","","","전북특별자치도 김제시 백구면 석담*길 ***","54330","엔엘이엔지","2026-01-15 16:32:54","I","2026-01-17 00:20:02","","","","광고대행업, 옥외광고업, 전기공사업",
"398","옥외광고업","04_15_01_P","3400000","2026340011708500001","2018-05-08","","01","영업/정상","20","정상","","","","","","","","부산광역시 기장군 장안읍 기룡리 ***","부산광역시 기장군 장안읍 기룡*길 **-**","46028","디자인하라","2026-01-15 13:05:20","I","2026-01-17 00:20:02","","404402.351874024","208621.769659062","옥외광고업, 인쇄 등",
"399","옥외광고업","04_15_01_P","4090000","2026409053208500003","2013-05-08","","01","영업/정상","20","정상","","","","","02  20386640","","","서울특별시 금천구 가산동 ***-** 벽산디지털밸리*차 ****호","서울특별시 금천구 가산디지털*로 ***, 벽산디지털밸리*차 ****, ****호 (가산동)","08501","주식회사 디자인모프","2026-01-15 10:48:15","I","2026-01-17 00:20:02","","189127.981104583","442460.505542105","옥외광고사업관련",
"400","옥외광고업","04_15_01_P","4070000","2004407001508200007","2025-12-30","","01","영업/정상","20","정상","","","","","031 638 0365","","","경기도 이천시 창전동 ***-**","경기도 이천시 이섭대천로 **** (창전동)","17356","야호야","2026-01-15 10:29:08","U","2026-01-17 02:40:00","","239575.539326621","420374.423607066","광고물 제작",
"401","옥외광고업","04_15_01_P","4490000","2019566003208500005","2020-01-20","","03","폐업","40","폐업","2025-12-31","","","","070 75257758","","","충청남도 천안시 서북구 성정동 **** 두정메트로존, **층 *동 ***호","충청남도 천안시 서북구 성정두정로 **, 두정메트로존 *동 **층 ***호 (성정동)","31110","랜드정보시스템","2026-01-15 13:15:58","U","2026-01-17 02:40:00","","212552.415530081","369469.27750904","옥외광고물 제작, 설치",
"402","옥외광고업","04_15_01_P","6510000","2002549008608200001","2018-09-18","","01","영업/정상","20","정상","","","","","064  7216966","","","제주특별자치도 제주시 화북이동 ****-**","제주특별자치도 제주시 부록길 ** (화북이동)","63304","디지털아트","2026-01-15 09:46:19","U","2026-01-17 02:40:00","","159830.341275406","800.475117998186","옥외광고업",
"403","옥외광고업","04_15_01_P","3330000","2026333021508500001","2024-01-26","","01","영업/정상","20","정상","","","","","0518662300","","","부산광역시 해운대구 재송동 **** 센텀아이에스타워 ***호","부산광역시 해운대구 센텀북대로 **, 센텀아이에스타워 ***호 (재송동)","48059","동서문화기획","2026-01-15 17:03:57","U","2026-01-17 02:40:00","","393527.757337839","188440.756376893","옥외광고물 제작 및 설치",
"404","옥외광고업","04_15_01_P","4490000","2023565003508500003","2023-04-28","","01","영업/정상","20","정상","","","","","","","","충청남도 천안시 동남구 신방동 **-* 신방현대프라자","충청남도 천안시 동남구 신촌*로 **, 신방현대프라자 *층 ***호 (신방동)","31176","더봄기획","2026-01-15 11:13:19","U","2026-01-17 02:40:00","","211131.216072915","365377.386404533","공연기획업, 옥외광고업",
"405","옥외광고업","04_15_01_P","3330000","2023333021508500004","2025-11-27","","01","영업/정상","20","정상","","","","","","","","부산광역시 해운대구 우동 **** 센텀 T 타워 ***호","부산광역시 해운대구 센텀중앙로 **, 센텀 T 타워 ***호 (우동)","48059","주식회사 빛가람시스템","2026-01-15 17:19:22","U","2026-01-17 02:40:00","","393828.352612889","188165.14841924","옥외광고업 등",
"406","옥외광고업","04_15_01_P","3660000","2018366012708500003","2026-01-13","","01","영업/정상","20","정상","","","","","","","","대전광역시 서구 갈마동 ***-**","대전광역시 서구 계룡로***번길 ***, *층 ***호 (갈마동)","35277","젊은간판","2026-01-15 08:24:55","U","2026-01-17 02:40:00","","232921.535421463","316330.375966774","간판제작, 시공, 옥외광고 대행",
"407","옥외광고업","04_15_01_P","4540000","2018454020708500003","2026-01-15","","01","영업/정상","20","정상","","","","","","","","충청남도 논산시 부적면 아호리 ***-*","충청남도 논산시 부적면 계백로 ****","32917","광고기획 디딤","2026-01-15 18:02:07","U","2026-01-17 02:40:00","","210403.736796981","301237.556563194","옥외광고사업",
"408","옥외광고업","04_15_01_P","4080000","2015408020508500004","2019-10-24","","01","영업/정상","20","정상","","","","","","","","경기도 안성시 낙원동 **-*","경기도 안성시 장기로 ***, *층 (낙원동)","17591","(주)디자인허브","2026-01-15 10:15:06","U","2026-01-17 02:40:00","","224457.882892457","389204.337182932","옥외광고업",
"409","옥외광고업","04_15_01_P","3170000","2015317016708500014","2013-05-08","","03","폐업","40","폐업","2026-01-15","","","","02  20386640","","","서울특별시 금천구 가산동 ***-** 벽산디지털밸리*차 ****호","서울특별시 금천구 가산디지털*로 ***, 벽산디지털밸리*차 ****, ****호 (가산동)","08501","주식회사 디자인모프","2026-01-15 10:23:03","U","2026-01-17 02:40:00","","189127.981104583","442460.505542105","옥외광고사업관련",
"410","옥외광고업","04_15_01_P","4721000","2023472017608500001","2023-01-19","","01","영업/정상","20","정상","","","","","","","","전북특별자치도 완주군 삼례읍 삼례리 **-*","전북특별자치도 완주군 삼례읍 삼례나들목로 ***","55335","우리마을 행복센터 협동조합","2026-01-15 09:20:58","U","2026-01-17 02:40:00","","208345.467088677","267548.467542827","옥외광고업",
"411","옥외광고업","04_15_01_P","4390000","2007439002608200003","2007-01-19","","01","영업/정상","20","정상","","","","","004308524649","","","충청북도 충주시 칠금동 ***","충청북도 충주시 칠금*길 * (칠금동)","27358","대성디자인","2026-01-15 10:02:46","U","2026-01-17 02:40:00","","282048.96774743","387203.585511577","간판, 현수막",
"412","옥외광고업","04_15_01_P","3780000","2011381005308500004","2026-01-15","","01","영업/정상","20","정상","","","","","031 709 4744","","","경기도 성남시 분당구 야탑동 ***-* 지하*층","경기도 성남시 분당구 벌말로 **, 일심조합상가 지하*호 (야탑동)","13504","대신상사","2026-01-15 19:48:46","U","2026-01-17 02:40:00","","212139.179238817","434331.375255336","옥외광고물 제조 및 설치",
"413","옥외광고업","04_15_01_P","4020000","2025402026508500003","2025-03-07","","01","영업/정상","20","정상","","","","","","","","경기도 군포시 당정동 **** 군포IT밸리","경기도 군포시 고산로***번길 **, 군포IT밸리 A동 **층 ****호 (당정동)","15850","주식회사 원스케이프","2026-01-15 15:34:43","U","2026-01-17 02:40:00","","195817.208398581","427507.591682852","간판 및 광고물 제조업",
