"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","판매점영업면적",
"206","안전상비의약품 판매업소","01_01_05_P","3100000","PHMH320263100034087500001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 하계동 270 현대아파트,우성아파트","서울특별시 노원구 섬밭로 232, 상가동 101,107,111호 (하계동, 현대아파트,우성아파트)","01780","지에스(GS)25 하계타운점","2026-01-07 10:32:13","I","2026-01-09 00:20:01","","205789.71844701","459389.694394683","17.75",
"207","안전상비의약품 판매업소","01_01_05_P","3100000","PHMH320263100034087500002","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 월계동 951 월계센트럴아이파크아파트","서울특별시 노원구 초안산로2라길 26, 제상가동 1층 109호 (월계동, 월계센트럴아이파크아파트)","01879","씨유월계센트럴점","2026-01-07 17:09:49","I","2026-01-09 00:20:01","","204993.013591174","458662.554155594","0",
"208","안전상비의약품 판매업소","01_01_05_P","5350000","PHMH320265350356087500001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","","경상남도 김해시 계동로 17, 1층 101호 (관동동)","50998","이마트24장유팔판센터점","2026-01-06 16:06:39","I","2026-01-09 00:20:01","","363507.714077616","188005.33269359","3.3",
"209","안전상비의약품 판매업소","01_01_05_P","3560000","PHMH320263560021087500002","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 당하동 1335-2 인천검단엘에이치38단지","인천광역시 서구 독정로 57, 에스201동 1, 2호 (당하동, 인천검단엘에이치38단지)","22686","씨유 검단다온점","2026-01-06 14:14:43","I","2026-01-09 00:20:01","","","","70",
"210","안전상비의약품 판매업소","01_01_05_P","3290000","PHMH320193290024087500005","2019-03-28","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 개금동 177번지 149호","부산광역시 부산진구 가야대로468번길 11, 1층 101호 (개금동)","47323","세븐일레븐 부산아이리스점","2026-01-06 14:32:09","U","2026-01-09 02:40:00","","384320.464806731","185580.977835139","56.1",
"211","안전상비의약품 판매업소","01_01_05_P","3530000","PHMH320123530019087500147","2012-11-27","","03","폐업","03","폐업","2026-01-06","","","","032-465-7744","","405-839","인천광역시 남동구 구월동 1259번지 4호","인천광역시 남동구 호구포로810번길 80, 1층 (구월동)","21534","세븐일레븐 인천모래내점","2026-01-06 18:27:18","U","2026-01-09 02:40:00","","175494.026333135","439162.952100797","0",
"212","안전상비의약품 판매업소","01_01_05_P","3830000","PHMH320123830197087500077","2012-11-09","","01","영업/정상","13","영업중","","","","","031-429-1040","","","경기도 안양시 동안구 호계동 1083-1","경기도 안양시 동안구 갈산로 76, 1층 (호계동)","14107","지에스(GS)25호계프레시점","2026-01-07 13:14:00","U","2026-01-09 02:40:00","","196392.098239172","430724.50371948","0",
"213","안전상비의약품 판매업소","01_01_05_P","3980000","PHMH320243980021087500017","2024-08-27","","03","폐업","03","폐업","2026-01-06","","","","","","","경기도 구리시 인창동 127 구리 농수산물 도매시장","경기도 구리시 도매시장로 81-11, 구리 농수산물 도매시장 기타5동 외1호 (인창동)","11916","지에스25 구리도매점","2026-01-07 17:05:42","U","2026-01-09 02:40:00","","212725.75420124","456631.757271041","110.35",
"214","안전상비의약품 판매업소","01_01_05_P","3520000","PHMH320193520019087500034","2019-12-24","","01","영업/정상","13","영업중","","","","","","","","인천광역시 연수구 연수동 564-5","인천광역시 연수구 새말로56번길 2, 1층 (연수동)","21919","이마트24 연수중앙점","2026-01-06 10:36:07","U","2026-01-09 02:40:00","","171313.197339478","435453.176586198","102",
"215","안전상비의약품 판매업소","01_01_05_P","4830000","PHMH320224830021087500002","2022-01-26","","03","폐업","03","폐업","2026-01-06","","","","","","","전라남도 나주시 빛가람동 325 루멘하임 상가동","전라남도 나주시 그린로 330, 상가동 101호 (빛가람동)","58324","세븐일레븐 나주혁신부영점","2026-01-07 09:25:12","U","2026-01-09 02:40:00","","181361.519850302","168603.532772574","19.1",
"216","안전상비의약품 판매업소","01_01_05_P","4201000","PHMH320194200028087500001","2019-01-02","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 안현동 111-1","강원특별자치도 강릉시 하남길263번길 61 (안현동)","25459","세븐일레븐경포하남점","2026-01-06 09:42:08","U","2026-01-09 02:40:00","","367110.389730181","479996.913368401","3.3",
"217","안전상비의약품 판매업소","01_01_05_P","4940000","PHMH320174940017087500004","2017-08-04","","01","영업/정상","13","영업중","","","","","061-462-0110","","","","전라남도 영암군 삼호읍 신항로 118","58449","세븐일레븐목포영암삼호현대점","2026-01-07 19:36:50","U","2026-01-09 02:40:00","","142804.656942936","139057.16215751","99",
"218","안전상비의약품 판매업소","01_01_05_P","4641000","PHMH320204640131087500044","2020-07-07","","03","폐업","03","폐업","2025-12-31","","","","","","","전북특별자치도 전주시 덕진구 우아동3가 750-20","전북특별자치도 전주시 덕진구 도당산4길 63, 1층 (우아동3가)","54911","세븐일레븐전주우아백제점","2026-01-06 10:26:18","U","2026-01-09 02:40:00","","213905.671956349","260649.889355271","33",
"219","안전상비의약품 판매업소","01_01_05_P","3700000","PHMH320213700018087500060","2021-12-16","","03","폐업","03","폐업","2026-01-06","","","","","","","울산광역시 남구 삼산동 181-1","울산광역시 남구 돋질로377번길 10, 1층 (삼산동)","44710","지에스(GS)25 삼산아데라움점","2026-01-06 14:20:53","U","2026-01-09 02:40:00","","412732.841356794","229717.60205565","92",
"220","안전상비의약품 판매업소","01_01_05_P","4641000","PHMH320204640131087500053","2020-07-31","","03","폐업","03","폐업","2025-12-31","","","","","","","전북특별자치도 전주시 덕진구 인후동1가 893-4","전북특별자치도 전주시 덕진구 가재미로 33, 1층 (인후동1가)","55024","세븐일레븐전주인후아중점","2026-01-06 10:25:57","U","2026-01-09 02:40:00","","214615.309257974","258662.602622623","132",
"221","안전상비의약품 판매업소","01_01_05_P","4641000","PHMH320144640131087500064","2014-10-31","","03","폐업","03","폐업","2026-01-07","","","","","","560-252","전북특별자치도 전주시 완산구 중화산동2가 662번지 9호","전북특별자치도 전주시 완산구 한두평3길 14-3 (중화산동2가)","54985","미니스톱전주병원","2026-01-07 13:51:47","U","2026-01-09 02:40:00","","211191.148761453","257153.182683928","0",
"222","안전상비의약품 판매업소","01_01_05_P","6510000","PHMH320186510097087500006","2018-08-09","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 애월읍 하귀1리 161번지 5호","제주특별자치도 제주시 애월읍 하귀9길 50, 1층","63054","지에스25뉴제주하귀점","2026-01-06 15:59:04","U","2026-01-09 02:40:00","","145595.809919689","-1344.77962805972","83",
"223","안전상비의약품 판매업소","01_01_05_P","4830000","PHMH320204830021087500003","2020-04-23","","03","폐업","03","폐업","2026-01-06","","","","","","","전라남도 나주시 송월동 650번지 1호","전라남도 나주시 남고문로 36-15 (송월동)","58259","씨유 나주송월중앙점","2026-01-07 09:24:58","U","2026-01-09 02:40:00","","173938.313733593","169809.964457403","172",
"224","안전상비의약품 판매업소","01_01_05_P","5540000","PHMH320205540016087500017","2020-04-28","","03","폐업","03","폐업","2026-01-05","","","","","","","경기도 광주시 신현동 538","경기도 광주시 새말길 203-4, 1층 6,7호","12771","세븐일레븐 경기광주신현제일점","2026-01-06 14:34:01","U","2026-01-09 02:40:00","","","","79.2",
"225","안전상비의약품 판매업소","01_01_05_P","3670000","PHMH320163670022087500009","2016-04-05","","03","폐업","03","폐업","2026-01-06","","","","042-934-0771","","","대전광역시 유성구 봉산동 226번지 1호","대전광역시 유성구 봉산로16번길 27 (봉산동)","34007","세븐일레븐대전봉산원룸점","2026-01-07 11:14:14","U","2026-01-09 02:40:00","","234787.177223923","326185.929830264","105.78",
"226","안전상비의약품 판매업소","01_01_05_P","5130000","PHMH320185130030087500025","2018-08-09","","03","폐업","03","폐업","2026-01-06","","","","","","","경상북도 경산시 진량읍 북리 122번지 3호","경상북도 경산시 진량읍 봉황길 55, 101호","38450","GS25진량우림점","2026-01-07 16:45:59","U","2026-01-09 02:40:00","","364692.43202919","266488.175696071","0",
"227","안전상비의약품 판매업소","01_01_05_P","3530000","PHMH320213530019087500043","2021-07-20","","03","폐업","03","폐업","2026-01-06","","","","","","","인천광역시 남동구 간석동 412-2","인천광역시 남동구 예술로268번길 40, 1층 2호 (간석동)","21551","씨유 간석 만수르점","2026-01-06 18:35:54","U","2026-01-09 02:40:00","","173790.336231765","439583.119818531","56.35",
"228","안전상비의약품 판매업소","01_01_05_P","5590000","PHMH320215590021087500032","2021-09-08","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 양주시 옥정동 1071-3","경기도 양주시 옥정동로5사길 6, 1층 (옥정동)","11476","세븐일레븐 옥정중앙점","2026-01-07 19:40:10","U","2026-01-09 02:40:00","","208349.258237881","479280.448353775","0",
"229","안전상비의약품 판매업소","01_01_05_P","3100000","PHMH320253100034087500011","2025-08-12","","03","폐업","03","폐업","2026-01-07","","","","","","","서울특별시 노원구 공릉동 737 삼익포레스트아파트","서울특별시 노원구 공릉로46길 32, 유치원동 1층 일부호 (공릉동, 삼익포레스트아파트)","01816","씨유 공릉삼익포레점","2026-01-07 16:04:26","U","2026-01-09 02:40:00","","207164.201416648","458290.138258124","83.04",
"230","안전상비의약품 판매업소","01_01_05_P","4681000","PHMH320254681049087500014","2025-09-18","","01","영업/정상","13","영업중","","","","","","","","","전북특별자치도 익산시 동서로61길 18, 쌍용아파트(상가) 118동 101,102호 (어양동)","54640","씨유 익산어양점","2026-01-07 13:18:04","U","2026-01-09 02:40:00","","198331.104092393","272489.318727891","84.6",
"231","안전상비의약품 판매업소","01_01_05_P","5130000","PHMH320235130030087500001","2023-01-10","","03","폐업","03","폐업","2026-01-07","","","","","","","경상북도 경산시 정평동 158-1 한솔3차아파트","경상북도 경산시 대학로13길 55, 한솔3차아파트 상가동 101,102호 (정평동)","38652","씨유 경산정평한솔점","2026-01-07 18:03:20","U","2026-01-09 02:40:00","","356002.010595346","261212.600433738","0",
"232","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320163740033087500030","2016-10-13","","01","영업/정상","13","영업중","","","","","","","","","경기도 수원시 팔달구 월드컵로 205, 102호 (우만동)","16497","(주)코리아세븐 아주대입구점","2026-01-06 10:13:33","U","2026-01-09 02:40:00","","203777.16251345","419745.57021764","60",
"233","안전상비의약품 판매업소","01_01_05_P","3170000","PHMH320123170035087500059","2012-11-12","","01","영업/정상","13","영업중","","","","","867-2232","","","서울특별시 금천구 가산동 235-57 드림캐슬주상복합아파트","서울특별시 금천구 두산로5길 58, 드림캐슬주상복합아파트 1층 104, 105호 (가산동)","08521","이마트24 금천유진점","2026-01-06 16:39:18","U","2026-01-09 02:40:00","","190278.063910565","441220.667018242","0",
"234","안전상비의약품 판매업소","01_01_05_P","3420000","PHMH320203420023087500030","2020-09-17","","03","폐업","03","폐업","2026-01-06","","","","","","","대구광역시 동구 신천동 1291-75","대구광역시 동구 동부로 2-1, 1층 (신천동)","41266","씨유(CU) 신천플렉스점","2026-01-06 17:24:05","U","2026-01-09 02:40:00","","345601.996831366","264915.059245574","1",
"235","안전상비의약품 판매업소","01_01_05_P","4000000","PHMH320204000018087500026","2020-11-12","","01","영업/정상","13","영업중","","","","","","","","경기도 오산시 세교동 173-21 평산빌딩","경기도 오산시 경기대로 853, 평산빌딩 지하층 B01호 (세교동)","18111","(주)비지에프리테일 오산오솔휴게소점","2026-01-06 10:34:18","U","2026-01-09 02:40:00","","203791.927864267","410142.572580906","145.9",
"236","안전상비의약품 판매업소","01_01_05_P","5540000","PHMH320215540016087500007","2021-02-17","","01","영업/정상","13","영업중","","","","","","","","경기도 광주시 퇴촌면 도수리 358-4","경기도 광주시 퇴촌면 도수길 27, 3동 1층","12711","지에스25 광주 도수길점","2026-01-06 14:45:45","U","2026-01-09 02:40:00","","228065.963358261","440970.325402071","87.64",
"237","안전상비의약품 판매업소","01_01_05_P","5370000","PHMH320165370025087500031","2016-05-17","","03","폐업","03","폐업","2026-01-05","","","","","","","","경상남도 거제시 동문2길 19-1, 1층 (고현동, 조은빌)","53255","세븐일레븐거제고현파크점","2026-01-06 09:04:49","U","2026-01-09 02:40:00","","348691.284746362","155089.925201746","120",
