사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
대방주유소,주유소,2016-07-01,192887.789114176,444303.407621955,2026-05-06 22:58:29,I,03,폐지,2017-06-15 10:53:57,,2001-09-14,,서울특별시 영등포구 신길동 623-5,2001318007601500015,3180000,,,,03,폐업,,,02-833-2776
(주)이진화학,용제판매소,,190642.462875524,448377.913463728,2026-05-06 22:58:33,I,03,폐지,2016-09-20 17:37:22,,2003-03-04,,서울특별시 영등포구 양평동4가 119,2003318007601500004,3180000,서울특별시 영등포구 양평로 116 (양평동4가),,,03,폐업,,,02-2678-3661
(주)케맥스,용제판매소,,193282.654266684,447611.552045596,2026-05-06 22:58:34,I,03,폐지,2016-09-20 17:38:24,,2003-03-31,,서울특별시 영등포구 여의도동 11-11,2003318007601500005,3180000,서울특별시 영등포구 여의서로 43 (여의도동),,,03,폐업,,,02-3775-4474
(주)태백케미칼,용제판매소,,190642.462875524,448377.913463728,2026-05-06 22:58:39,I,03,폐지,2016-09-20 17:39:29,,2003-07-25,,서울특별시 영등포구 양평동4가 119,2003318007601500010,3180000,서울특별시 영등포구 양평로 116 (양평동4가),,,03,폐업,,,02-2678-3661
SK네트웍스(주)남부주유소,주유소,,,,2026-05-06 22:58:42,I,03,폐지,2017-02-14 10:02:55,,2003-10-01,814.1,서울특별시 영등포구 여의도동 426-57,2003318007601500015,3180000,,,,03,폐업,,,02-2678-0503
SK네트웍스(주)여의도주유소,주유소,,193257.274552201,446769.302781359,2026-05-06 22:58:43,I,03,폐지,2006-06-05 00:00:00,,2003-10-01,3243,서울특별시 영등포구 여의도동 26-1,2003318007601500018,3180000,서울특별시 영등포구 국제금융로2길 37  (여의도동),,,03,폐업,,,02-784-3246
성락주유소,주유소,,191341.783222286,444628.002467771,2026-05-06 22:58:43,I,03,폐지,2016-12-14 14:31:20,,2005-12-28,589,서울특별시 영등포구 신길동 355-545,2003318007601500022,3180000,서울특별시 영등포구 가마산로 414 (신길동),,,03,폐업,,,02-844-8465
정원캠(주),용제판매소,,,,2026-05-06 22:58:44,I,03,폐지,2006-01-04 00:00:00,,2004-02-16,,서울특별시 영등포구 당산동 16-2 대우메종상가225호,2004318007601500003,3180000,,,,03,폐업,,,02-2632-2692
(주)성보화학,용제판매소,,190447.043353169,446340.277665325,2026-05-06 22:58:46,I,03,폐지,2006-07-07 00:00:00,,2004-06-17,,서울특별시 영등포구 문래동3가 77-8,2004318007601500006,3180000,서울특별시 영등포구 문래로 98  (문래동3가),,,03,폐업,,,02-2675-3911
협성화학상사,용제판매소,,,,2026-05-06 22:58:48,I,03,폐지,2010-08-17 18:21:02,,2004-10-19,,서울특별시 영등포구 당산동6가 121-144,2004318007601500009,3180000,,,,03,폐업,,,02-2632-9473
주-대호케미칼,용제판매소,,191534.741985211,446872.388174474,2026-05-06 22:58:48,I,03,폐지,2006-07-06 00:00:00,,2004-11-18,,서울특별시 영등포구 영등포동7가 48-1,2004318007601500010,3180000,서울특별시 영등포구 영중로 85  (영등포동7가),,,03,폐업,,,26346641
인산케미컬,용제판매소,,206490.247358174,460830.615360327,2026-05-06 22:58:49,I,03,폐지,2006-01-04 00:00:00,,2005-01-28,,서울특별시 노원구 중계동 360-2 8통7반 청구아파트 105동 1304호,2005318007601500002,3180000,,,,03,폐업,,,02-831-8868
월드앤미-주,용제판매소,,190968.380569652,444038.137157911,2026-05-06 22:58:49,I,03,폐지,2007-06-21 00:00:00,,2005-04-14,,서울특별시 영등포구 대림동 689-1 대경빌딩 3층 303호,2005318007601500003,3180000,"서울특별시 영등포구 대림로 198,  303호 (대림동,대경빌딩 3층)",,,03,폐업,,,02-842-6979
(주)비케이씨오알피,용제판매소,,191244.784879947,447609.250771827,2026-05-06 22:58:49,I,03,폐지,2006-04-27 00:00:00,,2005-05-11,,서울특별시 영등포구 당산동5가 12 효성아파트 104동 1006호,2005318007601500004,3180000,"서울특별시 영등포구 당산로42길 13, 104동 1006호 (당산동5가,효성아파트)",,,03,폐업,,,02-2630-1330
(주)케이씨뱅크,용제판매소,,189955.804848895,447066.843038077,2026-05-06 22:58:49,I,03,폐지,2007-01-18 00:00:00,,2005-06-02,,서울특별시 영등포구 양평동3가 17-1 우림보보카운터 1003호,2005318007601500006,3180000,"서울특별시 영등포구 양산로7길 3,  1003호 (양평동3가,우림보보카운터)",,,03,폐업,,,02-2677-2716
(주)남영케미칼,용제판매소,2011-04-25,191685.071704135,446999.611413679,2026-05-06 22:58:29,I,03,폐지,2011-04-25 15:58:39,,2001-11-02,,서울특별시 영등포구 영등포동7가 103 수복빌딩2층,2001318007601500018,3180000,"서울특별시 영등포구 국회대로 654  (영등포동7가,수복빌딩2층)",,,03,폐업,,,
대천석유,일반판매소,2020-04-22,190071.217978305,446947.799167687,2026-05-06 22:58:29,I,03,폐지,2020-04-27 16:26:58,,2002-11-14,,서울특별시 영등포구 양평동1가 219-4,2002318007601200003,3180000,서울특별시 영등포구 선유서로30길 22 (양평동1가),,,03,폐업,,,02-672-2069
남영상사,용제판매소,2011-04-25,,,2026-05-06 22:58:30,I,03,폐지,2011-04-25 17:52:47,,2002-01-18,,서울특별시 영등포구 영등포동7가 l103,2002318007601500001,3180000,,,,03,폐업,,,02-672-5425
동아주유소,주유소,2017-06-15,190704.899743608,444125.681691771,2026-05-06 22:58:30,I,03,폐지,2017-06-15 10:29:29,,2002-03-07,661.8,서울특별시 영등포구 대림동 778-14,2002318007601500003,3180000,서울특별시 영등포구 가마산로 331-10 (대림동),,,03,폐업,,,02-844-5180
